"0","GENERAL","जोगाउन को लागि","गुठी विधेक ल्याएर ठमेल मा राज गुठि को जग्गा मा बने को छाया सेन्टर जस्ता लाई जोगाउन को लागि ल्याउदैछ विधेक ।"
"1","GENERAL","लखेटनु पछ","दले ले देश सकेछन सबै बेचे र खान सुरू गरेछन अब दले लाई लखेटनु पछ ।"
"1","GENERAL","ससकृती ध्वस्त पार्ने","नेपाल को ससकृती ध्वस्त पार्ने योजना हो यो !"
"1","GENERAL","भुमाफिया","मठ मन्दिर गुम्बा का जग्गा हरु मा भुमाफिया को नजर परे को हुना ले यो विधेक आए को हो !"
"1","GENERAL","बेची सके","नेपाल का कल कर्खाना र नदि नाला बेची सके अब मठ मन्दीर लाई पनि बेची खाने नियत देखिन्छ ।"
"1","GENERAL","बेची खाने नियत","नेपाल का कल कर्खाना र नदि नाला बेची सके अब मठ मन्दीर लाई पनि बेची खाने नियत देखिन्छ ।"
"1","GENERAL","कालोमोसो लगाएर भगउनु पर्छ","यो भणडारि लई कालोमोसो लगाएर भगउनु पर्छ तर्क चै नदीने खालि राम्रो छ मात्र भन्ने ।"
"1","GENERAL","झाेले , झन्डे","अन्य देश मा जमिन राज्य काे हुन्छ , , जनता रदेश मा घात हुदैन , तर नेपाल मा , जमिन झाेले , झन्डे ले घात गरे अाफ्ने बनाउ छन ।"
"0","GENERAL","सनातन को सम्राट","सरकार बिदेशि को डिजाइन मा छ सनातन को सम्राट राजा लाइ हटाए पछि सास्कृतिक मास्न सजिलो हुन्छ भनेर तिब्र रुप मा अगाडि गणतन्त्र बड्दै छ ।"
"1","GENERAL","बिदेशि को डिजाइन मा","सरकार बिदेशि को डिजाइन मा छ सनातन को सम्राट राजा लाइ हटाए पछि सास्कृतिक मास्न सजिलो हुन्छ भनेर तिब्र रुप मा अगाडि गणतन्त्र बड्दै छ ।"
"1","GENERAL","दलाल","याे भन्डारि दलाल लाइ किन ल्याएकाे ।"
"1","GENERAL","लुतेर खाने दाउ मा छ","यो साला नाके बाहुन गूठी बिदयेक पारित गरेर भु माफिया सग अरबौ रुपियाँ लुतेर खाने दाउ मा छ ।"
"1","GENERAL","हनुमान","यो बिस्नु पौडेल को हनुमान हो ।"
"1","GENERAL","मुत खाको चोर","मुन को मुत खाको चोर हरु लाई गूठी देखि सकेनन् ।"
"1","GENERAL","anti हिन्दु","गान्धी भारत मा anti हिन्दु हुदा नाथुराम गोद्से ले गन्धी लाई गोलि हानी मरे ।"
"1","GENERAL","लुटि खान पल्के का","यो अन्तरबार्ता हेर्दा त गुठी को नाम मा लुटि खान पल्के का लाई सरकार ले नियमन गर्ने हरहिसाब पारदर्शी गर्न खोज्दा खेरी निन्द्रा हराम गरे जस्तो लागो ।"
"1","GENERAL","मुन का सन्तान","मुन को बिर्यपान गरेर धर्म बेचे अब गुठि बिधेक ल्याएर भ का मठ मन्दिर अनि देशै बेचेर खान्छन् यी मुन का सन्तान हरु ले ।"
"1","GENERAL","मुन को बिर्यपान","मुन को बिर्यपान गरेर धर्म बेचे अब गुठि बिधेक ल्याएर भ का मठ मन्दिर अनि देशै बेचेर खान्छन् यी मुन का सन्तान हरु ले ।"
"1","GENERAL","बेचेर खान्छन्","मुन को बिर्यपान गरेर धर्म बेचे अब गुठि बिधेक ल्याएर भ का मठ मन्दिर अनि देशै बेचेर खान्छन् यी मुन का सन्तान हरु ले ।"
"1","GENERAL","कमिसन खोरी","कमिसन खोरी हरु ले बाटो खोजी रहे को कुरा लाटा ले पनि बुजे को छ लाजमर्दो तर्क नगर चोर हरु ।"
"1","GENERAL","भिकारी","खान नपाए का भिकारी परेछ्न बा की केही नराख्ने भए ?"
"1","GENERAL","पछि दगुर्ने हुन्","गुठी ब्यबस्थापन सम्बन्धी कुरा जनता लाइ त कसरी थाहा होस , मात्र काग ले कान लग्यो भन्दियो कसै ले , पछि दगुर्ने हुन् ।"
"0","GENERAL","सहि छ","गुठी बिधयक सहि छ मात्र सबै ले बुझ्न नसके को हो ।"
"1","GENERAL","बुझ्न नसके को","गुठी बिधयक सहि छ मात्र सबै ले बुझ्न नसके को हो ।"
"1","GENERAL","मुला","बन्जाडे मुला अलिक ठुलो नेता हरुलाइ लेउनु न हौ ।"
"1","GENERAL","राक्षस","योगि नरहरिनाथ ले उहिल्यै घोषणा गरे का रहेछ्न----- कलियुग को अन्त तिर राक्षस हरु ब्राह्मण कुल मा जन्म लिएर आउनेछ्न ।"
"1","GENERAL","राजा फाल्नेछ्न धर्म त्याग्नेछ्न","तिनी हरु ले राजा फाल्नेछ्न धर्म त्याग्नेछ्न अनि आफै शासनसत्ता हात मा लिनेछ्न ।"
"1","GENERAL","शासनसत्ता हात मा लिनेछ्न","तिनी हरु ले राजा फाल्नेछ्न धर्म त्याग्नेछ्न अनि आफै शासनसत्ता हात मा लिनेछ्न ।"
"1","GENERAL","राक्षस","आज राक्षस बाहुन हरु प्रचन्डे बोकोहराम उखाने जस्ता को राज मा योगि नरहरिनाथ को भबिस्यबाणी ठ्याक् कै मिले को छ ।"
"1","GENERAL","प्रचन्डे","आज राक्षस बाहुन हरु प्रचन्डे बोकोहराम उखाने जस्ता को राज मा योगि नरहरिनाथ को भबिस्यबाणी ठ्याक् कै मिले को छ ।"
"1","GENERAL","बोकोहराम उखाने","आज राक्षस बाहुन हरु प्रचन्डे बोकोहराम उखाने जस्ता को राज मा योगि नरहरिनाथ को भबिस्यबाणी ठ्याक् कै मिले को छ ।"
"1","GENERAL","भू माफिया","यो सोम भन्ने मान्छे नै भू माफिया जस्तो लाग्यो ... गुठि खान आए को मान्छे ... गुठि जग्गा पूर्ण सरकार को हुनु पर्छ ... ।"
"0","GENERAL","सडक मा आउनुपर्छ","धर्म संस्कृत जोगाउन नेवार मात्र नभइ बाहुन छेत्री तामाङ सबै छेत्र का मान्छे सडक मा आउनुपर्छ ।"
"1","GENERAL","देश ईसाईकरण गर्छ","धर्म सस्कृति सबै सकेर देश ईसाईकरण गर्छ ने क पा ले अब सरकारि जग्गा त बचाउन नसकिएकाे अबश्था मा , ।"
"1","GENERAL","कति ठुलाे बिटाे मिल्याे","छायाँ सेन्टर जस्ता जाेगाउने प्रपञ्च हाे याे कति ठुलाे बिटाे मिल्याे सचिव ज्यू ?"
"1","GENERAL","प्रपञ्च","छायाँ सेन्टर जस्ता जाेगाउने प्रपञ्च हाे याे कति ठुलाे बिटाे मिल्याे सचिव ज्यू ?"
"1","GENERAL","भु माफिया को हनुमान","यो गुठी बिदयक मा बिष्णु पौडेल को हात छ यो पद् मा अर्याल भने को भु माफिया को हनुमान हो यो गद्दार आइमाई लाई कालोमोसो दलेर जुत्ता को माला लायर देश निकाला गर्नुपर्छ ।"
"1","GENERAL","गद्दार","यो गुठी बिदयक मा बिष्णु पौडेल को हात छ यो पद् मा अर्याल भने को भु माफिया को हनुमान हो यो गद्दार आइमाई लाई कालोमोसो दलेर जुत्ता को माला लायर देश निकाला गर्नुपर्छ ।"
"1","GENERAL","कालोमोसो दलेर जुत्ता को माला लायर देश निकाला गर्नुपर्छ","यो गुठी बिदयक मा बिष्णु पौडेल को हात छ यो पद् मा अर्याल भने को भु माफिया को हनुमान हो यो गद्दार आइमाई लाई कालोमोसो दलेर जुत्ता को माला लायर देश निकाला गर्नुपर्छ ।"
"1","GENERAL","खान नहुने वा रे वा","जनता को नाम मा नेता ले खान हुने , किसानकाे नाम मा गुठी हामी ले खान नहुने वा रे वा , , ।"
"1","GENERAL","रजाइ गर्ने","यस को बिरोध गर्ने हरु सबै नहोलान तर मुख्यपात्र हरु अहिले सम्म त्यही गुठी को चल अचल सम्पती माथी रजाइ गर्ने हरुनै हुन अब रजाइ गर्न नपाइने भो भनेर सडक मा आयर रोय का हुन यो हामी सबै ले बुझ्नु पर्छ ।"
"1","GENERAL","नाटक हुन","परिबर्तन बिरोधी हरु परिबर्तन स्युकार्न गार्हो भा को मात्र हो यी सब नाटक हुन ।"
"1","GENERAL","नस्तिक र होलि वाइन खाने","जस ले जे भने पनि आखिर नेपाल को धर्म सस्कृती परम्परा मौलिक लाई मास्ने नै हो किन अहिले कि सरकार नस्तिक र होलि वाइन खाने हरु को छ ।"
"1","GENERAL","समाप्त पार्ने खेल हो","पक्कै पनि हिन्दुत्व समाप्त पार्ने खेल हो कि जस्तो भान आमनागरिक मा भए को छ पछिल्लो गुठी काण्ड ले ।"
"1","GENERAL","गै त सक्यो","बाकिनै अब यहि त थियो , गुठी , अरुत सबै खतम भै सके को , नदिनाला , कलकारखाना , धर्म , सस्कृती , गै त सक्यो , बा की आस लाग्दो नेपाली सेना छ , गुठी , ।"
"1","GENERAL","खतम भै सके को","बाकिनै अब यहि त थियो , गुठी , अरुत सबै खतम भै सके को , नदिनाला , कलकारखाना , धर्म , सस्कृती , गै त सक्यो , बा की आस लाग्दो नेपाली सेना छ , गुठी , ।"
"1","GENERAL","अनपढ","बाहुन ले च्याउ खाए पो स्वाद जस्तै गुठि नै नभए को बाहुन लाइ गुठि कर्म मर्म के थाहा कुरा ले त अनपढ बाहुन ले phD लाइ निल्दिन्छ ।"
"1","GENERAL","गुठि कर्म मर्म के थाहा","बाहुन ले च्याउ खाए पो स्वाद जस्तै गुठि नै नभए को बाहुन लाइ गुठि कर्म मर्म के थाहा कुरा ले त अनपढ बाहुन ले phD लाइ निल्दिन्छ ।"
"1","GENERAL","च्याउ खाए पो स्वाद","बाहुन ले च्याउ खाए पो स्वाद जस्तै गुठि नै नभए को बाहुन लाइ गुठि कर्म मर्म के थाहा कुरा ले त अनपढ बाहुन ले phD लाइ निल्दिन्छ ।"
"1","GENERAL","बेच्न लागे","देउता पनि बेच्न लागे बाहुन क्षेत्री ले ।"
"1","GENERAL","भु माफिया को एजेन्ट","यो दुइ जना बाहुन हरु भु माफिया को एजेन्ट हरु हुन ।"
"1","GENERAL","लखेटनु प्ररने","यो नेपाल का बाहुन सब लखेटनु प्ररने दिन अायो हिन्दु होस वा बाैद / किराँत मासेर किश्नन बनाउने पनि यिनै हुनु देश को सब स्रम्पदा मासने भए यी बाहुन को खोल्ड अोडने ले. ... ।"
"1","GENERAL","स्रम्पदा मासने भए","यो नेपाल का बाहुन सब लखेटनु प्ररने दिन अायो हिन्दु होस वा बाैद / किराँत मासेर किश्नन बनाउने पनि यिनै हुनु देश को सब स्रम्पदा मासने भए यी बाहुन को खोल्ड अोडने ले. ... ।"
"1","GENERAL","कम्मर मुनि को भुत्ला देखायो","भ्रष्टाचार बिरोधि अभियन्ता ज्ञानेन्द्र शाहि माथी राज्य द्वारा बर्बर दमन गरेर लोकतन्त्र को कम्मर मुनि को भुत्ला देखायो ।"
"0","GENERAL","भ्रष्टाचार बिरोधि अभियन्ता","भ्रष्टाचार बिरोधि अभियन्ता ज्ञानेन्द्र शाहि माथी राज्य द्वारा बर्बर दमन गरेर लोकतन्त्र को कम्मर मुनि को भुत्ला देखायो ।"
"1","GENERAL","अपराधी हरु ले पालेको","नेपाल बिरोधि अपराधी हरु ले पालेको मिडिया कुनै चुइक्क बोलेनन् ।"
"1","GENERAL","अपराधी दलाल हरु ले पालेको","कान्तिपुर यस्तै अपराधी दलाल हरु ले पालेको एउटा मिडिया हो ।"
"0","GENERAL","विद्वान","उपस्थित विद्वान हरु मा कस कस को गुठी छ ?"
"1","GENERAL","सँन्स्कार खतम गर्नु पर्छ","कुनाई जाती र समुदाय लाई मास्नु या खतम गर्नुछ भने उस को धर्म र सँन्स्कार खतम गर्नु पर्छ भन्ने नीति हो यो गुठि बिध्यायक नीति ।"
"1","GENERAL","भु माफिया को गोटि","यो सब भु माफिया को चाल हो भने नेपाल सरकार पनि तिनै भु माफिया को गोटि बन्दैछ ।"
"1","GENERAL","भु माफिया को चाल","यो सब भु माफिया को चाल हो भने नेपाल सरकार पनि तिनै भु माफिया को गोटि बन्दैछ ।"
"1","GENERAL","फिर्ता हुनैपर्छ","विधेक फिर्ता हुनैपर्छ नत्र चर्को आन्दोलन हुने छ ?"
"1","GENERAL","दलाल","दलाल नेता सरकार ले आफै मोहि बनी हदपिने दाउ हो ।"
"1","GENERAL","हदपिने दाउ","दलाल नेता सरकार ले आफै मोहि बनी हदपिने दाउ हो ।"
"1","GENERAL","लाटो देश मा बाठो तन्देरी","याहाँ त लाटो देश मा बाठो तन्देरी भनेजस्तो भो ।"
"1","GENERAL","छाउरा","बामे का छाउरा हरु ले देस सक्क्ने भय ।"
"1","GENERAL","देस सक्क्ने भय","बामे का छाउरा हरु ले देस सक्क्ने भय ।"
"1","GENERAL","लगार्ने नियात","यो सबै काठ्माडो को न्यावार जाति लाइ हरुलाइ लगार्ने नियात हो ।"
"1","GENERAL","भ्रष्ट चोर दलाली","भ्रष्ट चोर दलाली हरु मठ मन्दिर को गुठी ब्याक्तीगत नाम मा गरिए को छ सरकार ले ठोस कदम चालोस ।"
"0","GENERAL","ठिक रहेछ","अहिले धर्म मात्र बेचे का छन र चोर हरु ले सत्ता मा आयपछी 30 / 35 हजार प्रत्येक नेपालि को टाउको मा रिण बोकाय को छ बरु पन्चायत ठिक रहेछ ।"
"1","GENERAL","चोर","अहिले धर्म मात्र बेचे का छन र चोर हरु ले सत्ता मा आयपछी 30 / 35 हजार प्रत्येक नेपालि को टाउको मा रिण बोकाय को छ बरु पन्चायत ठिक रहेछ ।"
"1","GENERAL","चोर भ्रस्टचारी","यो विधेक मा चोर भ्रस्टचारी बाहुन छेत्री हरु को नेवारी किरात आदिबासी संसृति मास्ने पेल्ने मनसाय छ ।"
"1","GENERAL","मास्ने पेल्ने","यो विधेक मा चोर भ्रस्टचारी बाहुन छेत्री हरु को नेवारी किरात आदिबासी संसृति मास्ने पेल्ने मनसाय छ ।"
"1","GENERAL","दलाल","देश बेच्न उग्र रुप मा लागे का दलाल ले देश , डुबाय ।"
"1","GENERAL","not specific in his words","Nimesh ji , why call people like Som prasad . He is not specific in his words and doesnt refer to any fact while talking !"
"1","GENERAL","doesnt refer to any fact","Nimesh ji , why call people like Som prasad . He is not specific in his words and doesnt refer to any fact while talking !"
"0","GENERAL","सोझा","सोझा नेवार लाई नियमन गरि राजनीतिक पहुच भए का मान्छे को अघि पछि गर्न लाई लैए को गुठी बिदयक हो यो ।"
"1","GENERAL","पहुच भए का मान्छे को अघि पछि गर्न","सोझा नेवार लाई नियमन गरि राजनीतिक पहुच भए का मान्छे को अघि पछि गर्न लाई लैए को गुठी बिदयक हो यो ।"
"1","GENERAL","हाेचिविन काे मुत खाने","हाम्रा मठ मन्दिर गुम्बा धर्म सस्कृति धाेस्त पारेर ईनि हाेलिविन अर्थात हाेचिविन काे मुत खाने हरु ले ख्रिस्चियन चर्च बनाउन खाेजेकाे हुन अब सबै नपालि जनता मिलेर देस निकाला गर्नु पर्छ ।"
"1","GENERAL","दलाल","यो पाखन्डी भन्डारी क्रिश्चियन को दलाल ओलि को मुत पिएर होलि वाइन को सोझो गर्दैछ नेपाल को परम्परा सस्कार सस्कृती मास्ने नियत हो ।"
"1","GENERAL","मुत पिएर","यो पाखन्डी भन्डारी क्रिश्चियन को दलाल ओलि को मुत पिएर होलि वाइन को सोझो गर्दैछ नेपाल को परम्परा सस्कार सस्कृती मास्ने नियत हो ।"
"1","GENERAL","मास्ने नियत हो","यो पाखन्डी भन्डारी क्रिश्चियन को दलाल ओलि को मुत पिएर होलि वाइन को सोझो गर्दैछ नेपाल को परम्परा सस्कार सस्कृती मास्ने नियत हो ।"
"1","GENERAL","धर्म मास्ने","सनातन धर्म मास्ने योजना अनुसार आ को यो विधेक हो ।"
"1","GENERAL","चोरै चोर","सबै तहतब् का मा चोरै चोर भए , ।"
"1","GENERAL","भू-माफिया , तस्कर","समस्या यो गुठि को होइन , समस्या हो सिद्धांन्त को खोल ओडे का भू-माफिया , तस्कर हरू को गुठी को जग्गा हडपने अनि बैद्यता दिने ।"
"1","GENERAL","भ्रष्ट","यो सबै समस्या को समाधान को लागि यो भ्रष्ट राज्य सत्ता सदा को लागि अन्त्य गर्न एक हौ ।"
"1","GENERAL","टाउके र लाउके","मन्द विष घोलेर खुबाइदैछ हरेक विधेयक ल्याएर जनता सजक नहुने हो भने टाउके र लाउके ले सबै चुस्ने स्रोत खोज्दैछन् ।"
"1","GENERAL","पशु","अधिकारी पशु हो की मान्छे बालुवाटार को जग्गा त बेची खायौं अझ गुठी हरु छोड्छौ तिमी हरु दलाल ले थुक्क नलायक पशु ।"
"1","GENERAL","थुक्क नलायक पशु","अधिकारी पशु हो की मान्छे बालुवाटार को जग्गा त बेची खायौं अझ गुठी हरु छोड्छौ तिमी हरु दलाल ले थुक्क नलायक पशु ।"
"1","GENERAL","दलाल","अधिकारी पशु हो की मान्छे बालुवाटार को जग्गा त बेची खायौं अझ गुठी हरु छोड्छौ तिमी हरु दलाल ले थुक्क नलायक पशु ।"
"1","GENERAL","गूठी खाने खेल हो","सात पुस्ता भने को कति होर सात पुस्ता भन्दा भदी भयो भनेर गूठी खाने खेल हो ।"
"1","GENERAL","अस्तित्व मेटाउन","नेपाल को अस्तित्व मेटाउन लाई यो गुठी कानुन रामबाण हो यस्पछी नेपाल लाई तहस नहस पार्न अरु केही गर्न पर्दैन चेतना भय ।"
"1","GENERAL","तहस नहस पार्न","नेपाल को अस्तित्व मेटाउन लाई यो गुठी कानुन रामबाण हो यस्पछी नेपाल लाई तहस नहस पार्न अरु केही गर्न पर्दैन चेतना भय ।"
